title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Guitar Hero 5,PlayStation 2,4.5,2009,11,17,1830,Misc,Activision,0.28,0.3,0.0,0.54,1.12
Assassin's Creed II,PlayStation 3,9.2,2009,11,17,157,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57
LittleBigPlanet,PlayStation Portable,9.0,2009,11,17,593,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58
Scene It? Bright Lights! Big Screen!,PlayStation 3,4.9,2009,11,23,9411,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13
Ghostbusters: The Video Game,PlayStation Portable,5.8,2009,11,13,8038,Action,Atari,0.16,0.01,0.0,0.02,0.18
God of War Collection,PlayStation 3,9.4,2009,11,13,580,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
Shin Megami Tensei: Persona,PlayStation Portable,7.5,2009,11,20,7276,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22
LEGO Indiana Jones 2: The Adventure Continues,PlayStation Portable,5.2,2009,11,20,3404,Action,Activision,0.21,0.24,0.0,0.14,0.59
Jurassic: The Hunted,PlayStation 3,6.5,2009,11,13,7974,Shooter,Activision,0.17,0.0,0.0,0.02,0.19
Cabela's Big Game Hunter 2010,PlayStation 3,4.5,2009,11,19,4821,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4
Tekken 6,PlayStation Portable,8.5,2009,11,26,5598,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32
Call of Duty: Modern Warfare 2,PlayStation 3,9.5,2009,11,10,56,Shooter,Activision,4.99,3.69,0.38,1.63,10.69
Dragon Ball: Raging Blast,PlayStation 3,6.2,2009,11,10,2673,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
Pro Evolution Soccer 2010,PlayStation 3,7.7,2009,11,10,699,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28
Chaotic: Shadow Warriors,PlayStation 3,5.5,2009,12,3,8476,Action,Activision,0.15,0.0,0.0,0.01,0.16
MX vs. ATV Reflex,PlayStation 3,7.8,2009,12,2,2286,Racing,THQ,0.52,0.26,0.0,0.12,0.91
Karaoke Revolution,PlayStation 3,7.2,2009,12,2,10389,Misc,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11
Planet 51,PlayStation 3,5.0,2009,12,2,9956,Action,Sega,0.07,0.03,0.0,0.02,0.12
Avatar: The Game,PlayStation 3,6.8,2009,12,1,2278,Action,Ubisoft,0.32,0.43,0.0,0.16,0.91
NHL 2K10,PlayStation 2,6.0,2009,12,15,5259,Sports,Take-Two Interactive,0.17,0.14,0.0,0.05,0.36
Pro Evolution Soccer 2010,PlayStation 2,7.2,2009,12,11,1182,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57
MX vs. ATV Reflex,PlayStation Portable,4.0,2009,12,9,6866,Racing,THQ,0.18,0.03,0.0,0.03,0.24
The Saboteur,PlayStation 3,7.5,2009,12,8,3992,Action,Electronic Arts,0.2,0.22,0.0,0.08,0.5
Rogue Warrior,PlayStation 3,1.5,2009,12,4,9265,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
Army of Two: The 40th Day,PlayStation Portable,5.0,2010,1,12,5605,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32
Darksiders,PlayStation 3,7.8,2010,1,5,15201,Action,THQ,0.01,0.01,0.0,0.0,0.02
Guitar Hero: Van Halen,PlayStation 3,4.9,2010,1,4,6223,Misc,Activision,0.14,0.09,0.0,0.04,0.28
Mytran Wars,PlayStation Portable,5.8,2010,1,4,9835,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PlayStation Portable,8.4,2010,2,2,4384,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45
Bayonetta,PlayStation 3,8.2,2009,12,22,1627,Action,Sega,0.44,0.41,0.21,0.17,1.23
Silent Hill: Shattered Memories,PlayStation 2,8.0,2010,2,1,3422,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59
Dark Void,PlayStation 3,5.0,2010,1,19,5232,Action,Capcom,0.18,0.12,0.0,0.06,0.36
Silent Hill: Shattered Memories,PlayStation Portable,7.0,2010,1,26,5812,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.08,0.31
Guitar Hero: Van Halen,PlayStation 2,4.9,2010,1,15,10584,Misc,Activision,0.05,0.04,0.0,0.01,0.1
Shadow of Destiny,PlayStation Portable,7.1,2010,2,9,11252,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.09
BioShock 2,PlayStation 3,9.1,2010,2,5,1201,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55
Major League Baseball 2K10,PlayStation 3,7.0,2010,3,1,7999,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18
Heavy Rain,PlayStation 3,9.0,2010,2,10,448,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
Last Rebellion,PlayStation 3,3.0,2010,2,26,11036,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09
Battlefield: Bad Company 2,PlayStation 3,8.9,2010,2,26,478,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
MLB 10: The Show,PlayStation 3,8.9,2010,3,3,2880,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
Star Ocean: The Last Hope International,PlayStation 3,8.5,2010,2,18,2794,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73
Yakuza 3,PlayStation 3,8.5,2010,3,9,1815,Action,Sega,0.21,0.21,0.62,0.08,1.13
God of War III,PlayStation 3,9.3,2010,3,8,217,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84
Major League Baseball 2K10,PlayStation Portable,4.5,2010,3,8,12168,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.07
Final Fantasy XIII,PlayStation 3,8.9,2010,3,8,170,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36
Resonance of Fate,PlayStation 3,7.0,2010,3,23,2767,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74
Dante's Inferno,PlayStation Portable,4.5,2010,3,23,7793,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19
Just Cause 2,PlayStation 3,8.8,2010,3,23,978,Action,Square Enix,0.45,0.94,0.06,0.33,1.78
Prison Break: The Conspiracy,PlayStation 3,3.5,2010,3,23,6477,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26
Lunar: Silver Star Harmony,PlayStation Portable,8.2,2010,3,18,6905,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24
Dynasty Warriors: Strikeforce,PlayStation 3,8.0,2010,3,19,5979,Action,Tecmo Koei,0.11,0.08,0.07,0.03,0.29
Major League Baseball 2K10,PlayStation 2,5.5,2010,3,19,7051,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23
"Sakura Wars: So Long, My Love",PlayStation 2,9.0,2010,3,30,6061,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29
Dead or Alive Paradise,PlayStation Portable,5.0,2010,3,29,8208,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17
MotoGP 09/10,PlayStation 3,6.7,2010,3,25,7179,Racing,Capcom,0.05,0.13,0.0,0.04,0.22
BlazBlue: Calamity Trigger Portable,PlayStation Portable,8.0,2010,4,5,10229,Fighting,PQube,0.07,0.01,0.03,0.01,0.11
2010 FIFA World Cup South Africa,PlayStation Portable,6.0,2010,4,29,4113,Sports,Electronic Arts,0.09,0.24,0.03,0.12,0.48
2010 FIFA World Cup South Africa,PlayStation 3,8.3,2010,4,26,1614,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23
How to Train Your Dragon,PlayStation 3,4.6,2010,3,31,8049,Action,Activision,0.12,0.04,0.0,0.02,0.18
Record of Agarest War,PlayStation 3,7.5,2010,5,6,11789,Role-Playing,Ghostlight,0.0,0.03,0.03,0.01,0.07
Dead to Rights: Retribution,PlayStation 3,6.0,2010,4,27,6153,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28
Iron Man 2,PlayStation 3,5.1,2010,5,6,4825,Action,Sega,0.14,0.19,0.0,0.07,0.4
Fat Princess: Fistful of Cake,PlayStation Portable,6.8,2010,4,23,9815,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12
3D Dot Game Heroes,PlayStation 3,8.5,2010,4,16,3533,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,0.57
Skate 3,PlayStation 3,8.0,2010,5,11,809,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08
ModNation Racers,PlayStation 3,9.0,2010,5,4,1804,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13
ModNation Racers,PlayStation Portable,7.4,2010,5,10,3702,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
Lost Planet 2,PlayStation 3,5.5,2010,5,7,2162,Shooter,Capcom,0.29,0.34,0.2,0.13,0.96
Prince of Persia: The Forgotten Sands,PlayStation Portable,6.0,2010,5,18,5113,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37
Prince of Persia: The Forgotten Sands,PlayStation 3,8.0,2010,5,18,2923,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7
Harvest Moon: Hero of Leaf Valley,PlayStation Portable,7.5,2010,5,18,8928,Simulation,Rising Star Games,0.07,0.02,0.05,0.02,0.15
Red Dead Redemption,PlayStation 3,9.7,2010,5,17,124,Action,Take-Two Interactive,2.79,2.61,0.17,1.03,6.6
Split/Second,PlayStation 3,8.5,2010,5,14,2755,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
Naruto Shippuden: Ultimate Ninja Heroes 3,PlayStation Portable,6.5,2010,5,14,5001,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38
Naughty Bear,PlayStation 3,2.5,2010,6,30,4457,Action,505 Games,0.18,0.18,0.0,0.07,0.44
LEGO Harry Potter: Years 1-4,PlayStation 3,8.5,2010,6,28,1422,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.37
Shin Megami Tensei: Persona 3 Portable,PlayStation Portable,8.5,2010,7,6,3227,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63
UFC Undisputed 2010,PlayStation 3,7.8,2010,5,25,1357,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
Metal Gear Solid: Peace Walker,PlayStation Portable,9.5,2010,6,7,800,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09
Hot Shots Tennis: Get a Grip,PlayStation Portable,8.0,2010,6,24,7404,Sports,Sony Computer Entertainment,0.06,0.0,0.13,0.01,0.21
Blur,PlayStation 3,7.0,2010,6,1,2777,Racing,Activision,0.22,0.37,0.02,0.13,0.74
LEGO Harry Potter: Years 1-4,PlayStation Portable,7.0,2010,7,2,2888,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71
Iron Man 2,PlayStation Portable,4.9,2010,5,21,5042,Action,Sega,0.18,0.12,0.0,0.07,0.38
Toy Story 3: The Video Game,PlayStation 3,8.0,2010,6,23,1848,Action,Disney Interactive Studios,0.51,0.42,0.0,0.17,1.11
Pure Futbol,PlayStation 3,4.0,2010,6,9,6819,Sports,Ubisoft,0.06,0.13,0.0,0.05,0.24
Green Day: Rock Band,PlayStation 3,8.3,2010,6,8,4629,Misc,MTV Games,0.19,0.16,0.0,0.07,0.42
Tiger Woods PGA Tour 11,PlayStation 3,8.5,2010,6,8,2457,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84
BlazBlue: Continuum Shift,PlayStation 3,8.5,2010,7,22,4710,Fighting,PQube,0.21,0.08,0.09,0.04,0.41
Top Gun,PlayStation 3,4.5,2010,8,18,12221,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07
R.U.S.E.,PlayStation 3,8.0,2010,9,7,3921,Strategy,Ubisoft,0.18,0.22,0.02,0.09,0.51
Kane & Lynch 2: Dog Days,PlayStation 3,7.0,2010,8,17,3398,Shooter,Square Enix,0.17,0.28,0.05,0.1,0.59
Sports Champions,PlayStation 3,7.5,2010,9,1,314,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
Kung Fu Rider,PlayStation 3,3.5,2010,9,1,7492,Action,Sony Computer Entertainment,0.06,0.1,0.01,0.04,0.21
Mafia II,PlayStation 3,7.0,2010,8,23,1239,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52
Madden NFL 11,PlayStation 3,8.0,2010,8,9,664,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38
Disney Sing It: Family Hits,PlayStation 3,6.5,2010,8,6,8210,Misc,Disney Interactive Studios,0.11,0.04,0.0,0.02,0.17
NHL 11,PlayStation 3,8.5,2010,9,3,3375,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6
Kingdom Hearts: Birth by Sleep,PlayStation Portable,8.5,2010,9,2,811,Role-Playing,Square Enix,0.63,0.42,0.75,0.26,2.07
NCAA Football 11,PlayStation 3,8.5,2010,7,9,2464,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84
Valkyria Chronicles II,PlayStation Portable,9.0,2010,8,30,3730,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54
Ys Seven,PlayStation Portable,8.0,2010,8,20,7153,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.01,0.22
Racquet Sports,PlayStation 3,4.5,2010,9,1,5308,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.35
Little League World Series Baseball 2010,PlayStation 3,6.0,2010,8,18,11547,Sports,Activision,0.07,0.0,0.0,0.01,0.08
Gladiator Begins,PlayStation Portable,6.5,2010,10,20,9716,Action,PQube,0.05,0.01,0.05,0.01,0.12
Saw II: Flesh & Blood,PlayStation 3,4.5,2010,10,19,7751,Action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19
Rock of the Dead,PlayStation 3,5.0,2010,10,19,13288,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05
Fallout: New Vegas,PlayStation 3,8.5,2010,10,19,431,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
EA Sports MMA,PlayStation 3,8.0,2010,10,19,5041,Fighting,Electronic Arts,0.16,0.15,0.01,0.06,0.38
The Lord of the Rings: Aragorn's Quest,PlayStation Portable,5.0,2010,9,21,9944,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12
Castlevania: Lords of Shadow,PlayStation 3,7.5,2010,9,29,1824,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12
Vanquish,PlayStation 3,8.5,2010,10,18,3244,Shooter,Sega,0.21,0.22,0.11,0.09,0.62
Front Mission Evolved,PlayStation 3,6.0,2010,10,1,5962,Shooter,Square Enix,0.09,0.07,0.11,0.03,0.29
John Daly's ProStroke Golf,PlayStation 3,5.5,2010,10,15,10119,Sports,O-Games,0.09,0.02,0.0,0.01,0.11
The Lord of the Rings: Aragorn's Quest,PlayStation 2,5.0,2010,9,21,12760,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
The Lord of the Rings: Aragorn's Quest,PlayStation 3,6.0,2010,9,20,8300,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17
FIFA Soccer 11,PlayStation 3,8.5,2010,9,27,200,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08
Truth or Lies,PlayStation 3,4.0,2010,9,24,10940,Misc,THQ,0.06,0.02,0.0,0.01,0.09
John Daly's ProStroke Golf,PlayStation 3,5.5,2010,10,15,10119,Sports,O-Games,0.09,0.02,0.0,0.01,0.11
NBA 2K11,PlayStation 3,9.5,2010,10,1,967,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8
Sengoku Basara: Samurai Heroes,PlayStation 3,4.5,2010,10,12,3133,Action,Capcom,0.17,0.04,0.4,0.03,0.65
Medal of Honor,PlayStation 3,6.0,2010,10,12,518,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
UFC Undisputed 2010,PlayStation Portable,7.5,2010,9,15,7345,Fighting,THQ,0.11,0.07,0.0,0.04,0.21
MySims SkyHeroes,PlayStation 3,7.0,2010,10,8,10075,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
Def Jam Rapstar,PlayStation 3,7.5,2010,10,7,5576,Misc,Konami Digital Entertainment,0.25,0.05,0.0,0.03,0.33
Dead Rising 2,PlayStation 3,8.0,2010,9,23,1408,Action,Capcom,0.43,0.57,0.15,0.22,1.38
Ace Combat: Joint Assault,PlayStation Portable,6.5,2010,9,10,6014,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29
Brunswick Pro Bowling,PlayStation 3,4.0,2010,9,30,7891,Sports,505 Games,0.1,0.06,0.0,0.03,0.19
Invizimals,PlayStation Portable,7.5,2010,10,12,2607,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79
Quantum Theory,PlayStation 3,2.5,2010,10,6,7773,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19
Spider-Man: Shattered Dimensions,PlayStation 3,8.0,2010,9,7,4349,Action,Activision,0.26,0.13,0.0,0.06,0.45
WWE SmackDown vs. Raw 2011,PlayStation 2,8.0,2010,10,27,5072,Fighting,THQ,0.24,0.07,0.0,0.07,0.38
FIFA Soccer 11,PlayStation Portable,7.0,2010,9,30,1656,Sports,Electronic Arts,0.13,0.7,0.01,0.37,1.21
Phantasy Star Portable 2,PlayStation Portable,8.0,2010,10,4,2375,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88
DJ Max Portable 3,PlayStation Portable,7.0,2010,10,25,14508,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03
Time Crisis: Razing Storm,PlayStation 3,4.0,2010,10,25,3672,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55
God of War: Ghost of Sparta,PlayStation Portable,9.5,2010,10,25,2045,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,1.01
Rock Band 3,PlayStation 3,8.5,2010,10,25,3488,Misc,MTV Games,0.43,0.09,0.0,0.06,0.58
Guitar Hero: Warriors of Rock,PlayStation 3,6.0,2010,9,29,2523,Misc,Activision,0.33,0.35,0.0,0.14,0.82
The Shoot,PlayStation 3,6.0,2010,10,22,5319,Shooter,Sony Computer Entertainment,0.13,0.16,0.01,0.06,0.35
WWE SmackDown vs. Raw 2011,PlayStation 3,8.0,2010,10,21,1857,Fighting,THQ,0.44,0.46,0.01,0.18,1.1
Need for Speed: Hot Pursuit,PlayStation 3,9.0,2010,11,8,523,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
Gran Turismo 5,PlayStation 3,8.5,2010,11,24,55,Racing,Sony Computer Entertainment,2.96,4.88,0.81,2.12,10.77
Split/Second,PlayStation Portable,5.0,2010,11,22,10213,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
Majin and the Forsaken Kingdom,PlayStation 3,7.0,2010,11,22,5987,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
Apache: Air Assault,PlayStation 3,7.5,2010,11,22,7304,Simulation,Activision,0.11,0.07,0.0,0.03,0.22
Fist of the North Star: Ken's Rage,PlayStation 3,5.0,2010,11,4,3076,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66
Lucha Libre AAA: Heroes del Ring,PlayStation 3,5.0,2010,11,2,10492,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1
Call of Duty: Black Ops,PlayStation 3,8.5,2010,11,9,41,Shooter,Activision,5.98,4.44,0.48,1.83,12.73
Blood Drive,PlayStation 3,5.5,2010,11,9,11859,Racing,Activision,0.07,0.0,0.0,0.0,0.07
Star Wars: The Force Unleashed II,PlayStation 3,6.5,2010,11,3,1205,Action,LucasArts,0.8,0.53,0.0,0.22,1.55
James Bond 007: Blood Stone,PlayStation 3,5.0,2010,11,2,2846,Shooter,Activision,0.18,0.38,0.02,0.13,0.72
NBA Jam,PlayStation 3,7.5,2010,11,17,4868,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4
EA Sports Active 2,PlayStation 3,8.0,2010,12,10,2253,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92
The Fight: Lights Out,PlayStation 3,3.0,2010,10,31,3381,Fighting,Sony Computer Entertainment,0.29,0.22,0.0,0.09,0.6
The Sims 3,PlayStation 3,7.5,2010,10,29,816,Simulation,Electronic Arts,0.73,0.97,0.02,0.34,2.06
Create,PlayStation 3,6.0,2010,11,18,8485,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16
Dragon Ball: Raging Blast 2,PlayStation 3,5.5,2010,11,2,2502,Fighting,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83
The Sly Collection,PlayStation 3,8.5,2010,11,16,2961,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
Power Gig: Rise of the SixString,PlayStation 3,4.0,2010,10,28,9207,Misc,Unknown,0.13,0.0,0.0,0.01,0.14
DJ Hero 2,PlayStation 3,8.5,2010,11,2,2738,Misc,Activision,0.47,0.19,0.0,0.09,0.75
Monopoly Streets,PlayStation 3,7.5,2010,11,2,4744,Misc,Electronic Arts,0.16,0.18,0.0,0.07,0.41
Assassin's Creed: Brotherhood,PlayStation 3,8.0,2010,11,16,515,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
Tom Clancy's Ghost Recon: Predator,PlayStation Portable,6.0,2010,11,16,10594,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1
SingStar Dance,PlayStation 3,5.5,2010,11,15,3786,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53
Deadliest Catch: Sea of Chaos,PlayStation 3,6.5,2010,12,7,11364,Sports,Crave Entertainment,0.08,0.0,0.0,0.01,0.08
Michael Jackson: The Experience,PlayStation Portable,5.5,2010,12,6,8667,Misc,Ubisoft,0.11,0.03,0.0,0.02,0.16
"Prinny 2: Dawn of Operation Panties, Dood!",PlayStation Portable,7.0,2011,1,18,10904,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.09
Mass Effect 2,PlayStation 3,9.5,2011,1,17,1283,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Dragon Age II,PlayStation 3,8.5,2011,3,8,2465,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84
MLB 11: The Show,PlayStation 3,8.0,2011,3,8,3493,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58
Gods Eater Burst,PlayStation Portable,6.5,2011,2,28,3086,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66
You Don't Know Jack,PlayStation 3,8.5,2011,2,8,8201,Misc,THQ,0.16,0.0,0.0,0.01,0.18
Fight Night Champion,PlayStation 3,8.0,2011,2,25,1778,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15
Venetica,PlayStation 3,6.0,2011,1,13,9551,Role-Playing,DTP Entertainment,0.07,0.04,0.0,0.02,0.13
Tactics Ogre: Let Us Cling Together,PlayStation Portable,8.5,2011,2,7,3766,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53
Killzone 3,PlayStation 3,8.5,2011,2,3,529,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
Knights Contract,PlayStation 3,3.5,2011,2,24,11210,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.09
Hyperdimension Neptunia,PlayStation 3,6.0,2011,2,24,4299,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,0.46
Ys I & II Chronicles,PlayStation Portable,6.5,2011,2,23,11228,Role-Playing,Falcom Corporation,0.05,0.0,0.03,0.01,0.09
Bulletstorm,PlayStation 3,8.0,2011,2,23,3803,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
Two Worlds II,PlayStation 3,6.0,2011,2,8,4123,Role-Playing,Unknown,0.26,0.11,0.06,0.05,0.48
Plants vs. Zombies,PlayStation 3,9.0,2011,2,8,7821,Strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19
DC Universe Online,PlayStation 3,7.0,2011,1,28,3844,Role-Playing,Sony Online Entertainment,0.35,0.12,0.0,0.06,0.52
de Blob 2,PlayStation 3,8.0,2011,2,18,7358,Platform,THQ,0.11,0.07,0.0,0.03,0.21
LittleBigPlanet 2,PlayStation 3,9.0,2011,1,4,388,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
Major League Baseball 2K11,PlayStation 3,7.0,2011,3,15,7526,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2
Homefront,PlayStation 3,7.0,2011,3,15,2275,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
Warriors: Legends of Troy,PlayStation 3,6.0,2011,3,24,7883,Action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19
Crysis 2,PlayStation 3,9.0,2011,3,22,1517,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3
LEGO Star Wars III: The Clone Wars,PlayStation 3,7.5,2011,3,22,1669,Action,LucasArts,0.52,0.49,0.0,0.2,1.2
PlayStation Move Heroes,PlayStation 3,5.0,2011,3,22,8268,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17
Tiger Woods PGA Tour 12: The Masters,PlayStation 3,8.0,2011,3,29,2311,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9
WWE All Stars,PlayStation 3,7.0,2011,3,29,4663,Fighting,THQ,0.16,0.18,0.0,0.07,0.42
LEGO Star Wars III: The Clone Wars,PlayStation Portable,6.0,2011,3,28,4901,Action,LucasArts,0.14,0.17,0.0,0.09,0.39
Naruto Shippuden: Kizuna Drive,PlayStation Portable,7.0,2011,3,24,9458,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
Jikandia: The Timeless Land,PlayStation Portable,5.5,2011,3,16,14400,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
The 3rd Birthday,PlayStation Portable,8.5,2011,3,25,3885,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51
Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,6.0,2011,4,27,6935,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
Michael Jackson: The Experience,PlayStation 3,6.0,2011,4,27,3706,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.54
Thor: God of Thunder,PlayStation 3,3.0,2011,5,10,8806,Action,Sega,0.07,0.06,0.0,0.02,0.15
LEGO Pirates of the Caribbean: The Video Game,PlayStation 3,7.5,2011,5,10,2092,Action,Disney Interactive Studios,0.36,0.46,0.0,0.17,0.99
Top Spin 4,PlayStation 3,8.5,2011,3,31,2866,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71
WWE All Stars,PlayStation Portable,7.0,2011,3,31,7994,Fighting,THQ,0.12,0.04,0.0,0.03,0.19
Patapon 3,PlayStation Portable,9.0,2011,4,20,6220,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02,0.28
Dynasty Warriors 7,PlayStation 3,5.0,2011,3,30,2266,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92
Mortal Kombat,PlayStation 3,8.0,2011,4,19,509,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85
Portal 2,PlayStation 3,9.5,2011,4,18,1018,Shooter,Valve,0.83,0.63,0.02,0.25,1.74
Final Fantasy IV: The Complete Collection,PlayStation Portable,9.0,2011,4,15,3598,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
