title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Batman Begins,PlayStation 2,6.8,2005,6,15,3602,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56,64,41,7.3,70
Arc the Lad: End of Darkness,PlayStation 2,6.9,2005,6,15,12344,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59,24,4.2,10
Madagascar,PlayStation 2,7.0,2005,6,1,1507,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69,25,7.4,25
Midnight Club 3: DUB Edition,PlayStation Portable,7.1,2005,6,28,341,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,74,34,8.4,31
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,3.4,2005,6,28,12546,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,57,16,8.6,11
Fantastic 4,PlayStation 2,6.5,2005,6,28,4011,Action,Activision,0.41,0.01,0.0,0.07,0.5,64,42,7.8,19
Juiced,PlayStation 2,6.5,2005,6,10,3811,Racing,THQ,0.26,0.2,0.0,0.07,0.53,68,36,7.7,24
Psychonauts,PlayStation 2,8.6,2005,6,21,10887,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,88,54,9,71
Destroy All Humans!,PlayStation 2,7.0,2005,6,20,2209,Shooter,THQ,0.78,0.03,0.0,0.13,0.94,,,,
Flipnic: Ultimate Pinball,PlayStation 2,5.2,2005,7,12,12500,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64,28,8.1,12
NCAA Football 06,PlayStation 2,9.2,2005,7,11,944,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,87,25,8.5,36
Coded Arms,PlayStation Portable,7.0,2005,7,8,2750,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75,59,42,6.5,61
Dead to Rights: Reckoning,PlayStation Portable,5.0,2005,6,29,9445,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13,54,26,7.2,22
Outlaw Tennis,PlayStation 2,7.0,2005,8,3,11600,Sports,Global Star,0.04,0.03,0.0,0.01,0.08,67,15,tbd,
Delta Force: Black Hawk Down,PlayStation 2,5.5,2005,7,28,4291,Shooter,NovaLogic,0.22,0.17,0.0,0.06,0.46,58,25,8.8,51
Graffiti Kingdom,PlayStation 2,6.8,2005,7,26,14469,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,71,27,7.1,12
Colosseum: Road to Freedom,PlayStation 2,6.0,2005,7,19,12038,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,56,35,8.3,17
Charlie and the Chocolate Factory,PlayStation 2,4.5,2005,7,19,5348,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35,35,21,4.1,28
Death Jr.,PlayStation Portable,7.0,2005,8,12,7845,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,61,40,7.3,21
Darkwatch,PlayStation 2,7.6,2005,8,12,5626,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32,74,37,8.4,42
Makai Kingdom: Chronicles of the Sacred Tome,PlayStation 2,8.1,2005,8,5,9732,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77,41,7.3,12
Madden NFL 06,PlayStation 2,8.8,2005,8,5,212,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88,29,8,121
Big Mutha Truckers 2,PlayStation 2,5.5,2005,8,24,7727,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,51,26,2.1,9
Namco Museum Battle Collection,PlayStation Portable,7.5,2005,8,24,1881,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09,73,28,7.2,9
Beat Down: Fists of Vengeance,PlayStation 2,4.6,2005,8,23,8376,Action,Capcom,0.04,0.03,0.09,0.01,0.17,48,33,8.1,12
The Incredible Hulk: Ultimate Destruction,PlayStation 2,8.4,2005,8,16,3756,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83,41,8.7,38
NASCAR 06: Total Team Control,PlayStation 2,8.5,2005,9,1,3197,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,78,18,7.7,18
Namco Museum: 50th Anniversary,PlayStation 2,5.0,2005,8,31,303,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61,21,tbd,
InuYasha: Feudal Combat,PlayStation 2,4.0,2005,8,30,6417,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52,14,8.3,21
NHRA Championship Drag Racing,PlayStation 2,7.3,2005,8,29,6858,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24,,,9.1,20
Gretzky NHL 06,PlayStation 2,6.8,2005,9,21,9142,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,65,22,6.8,4
X-Men Legends II: Rise of Apocalypse,PlayStation 2,8.5,2005,9,21,3186,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82,44,7.3,41
Mortal Kombat: Shaolin Monks,PlayStation 2,8.0,2005,9,16,2953,Action,Midway Games,0.58,0.02,0.0,0.09,0.69,77,41,8.6,74
World Series of Poker,PlayStation 2,3.5,2005,9,16,4214,Misc,Activision,0.39,0.01,0.0,0.06,0.47,46,15,8.2,20
Genji: Dawn of the Samurai,PlayStation 2,7.0,2005,9,16,7073,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74,49,8.3,19
NHL 06,PlayStation 2,8.5,2005,9,8,3495,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78,27,8.5,29
Sly 3: Honor Among Thieves,PlayStation 2,8.1,2005,9,21,2496,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,83,59,8.8,130
Urban Reign,PlayStation 2,6.6,2005,9,21,11649,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,60,44,8.2,26
Legend of Kay,PlayStation 2,7.5,2005,9,21,12987,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72,30,7.3,18
GripShift,PlayStation Portable,7.5,2005,9,13,10953,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70,37,8.7,22
Scooby-Doo! Unmasked,PlayStation 2,6.9,2005,9,13,6699,Platform,THQ,0.12,0.1,0.0,0.03,0.25,,,,
Tom Clancy's Rainbow Six: Lockdown,PlayStation 2,7.6,2005,9,8,5326,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,74,39,6.6,28
Burnout Revenge,PlayStation 2,8.9,2005,9,8,2301,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9,90,52,8.8,114
NHL 2K6,PlayStation 2,8.7,2005,9,7,4579,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42,81,28,5.8,18
Radiata Stories,PlayStation 2,8.0,2005,9,7,3102,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74,36,9,54
Frantix,PlayStation Portable,6.0,2005,9,20,11291,Puzzle,Ubisoft,0.08,0.0,0.0,0.01,0.08,,,,
The Suffering: Ties That Bind,PlayStation 2,8.1,2005,9,20,8209,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,75,37,8,23
Burnout Legends,PlayStation Portable,8.5,2005,9,13,2444,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85,86,53,8.4,108
Armored Core: Nine Breaker,PlayStation 2,5.5,2005,9,19,12196,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,57,25,8.2,5
Madden NFL 06,PlayStation Portable,8.5,2005,9,19,2749,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75,88,29,8,121
Indigo Prophecy,PlayStation 2,8.4,2005,9,19,8834,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,83,47,7.8,104
Dance Dance Revolution Extreme 2,PlayStation 2,7.5,2005,10,3,1789,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,76,27,9,21
FIFA Soccer 06,PlayStation 2,8.7,2005,9,30,270,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80,32,7.8,47
DICE: DNA Integrated Cybernetic Enterprises,PlayStation 2,5.5,2005,9,29,14588,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,48,15,tbd,
NBA 2K6,PlayStation 2,8.0,2005,9,26,2365,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,84,23,8.3,13
Frogger: Ancient Shadow,PlayStation 2,5.3,2005,9,27,10457,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54,17,4,5
Top Spin,PlayStation 2,7.4,2005,9,27,10431,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67,28,7.8,12
Midway Arcade Treasures 3,PlayStation 2,8.0,2005,9,23,8539,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,67,23,tbd,
Total Overdose: A Gunslinger's Tale in Mexico,PlayStation 2,8.0,2005,9,26,10974,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71,36,9,25
Tiger Woods PGA Tour 06,PlayStation Portable,8.5,2005,9,26,7703,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,83,29,6.2,16
Tiger Woods PGA Tour 06,PlayStation 2,8.4,2005,9,22,2334,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,83,29,6.2,16
World Series of Poker,PlayStation Portable,3.3,2005,9,22,7412,Misc,Activision,0.19,0.0,0.0,0.02,0.21,46,15,8.2,20
Marvel Nemesis: Rise of the Imperfects,PlayStation 2,5.0,2005,9,22,2670,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53,30,6.3,46
Ultimate Spider-Man,PlayStation 2,8.3,2005,9,22,2829,Action,Activision,0.6,0.02,0.0,0.1,0.72,74,52,7.9,54
SSX On Tour,PlayStation 2,8.8,2005,10,10,3868,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,80,41,7.9,26
Frogger: Helmet Chaos,PlayStation Portable,6.8,2005,10,10,10243,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66,18,6.4,5
SOCOM 3: U.S. Navy SEALs,PlayStation 2,9.0,2005,10,7,1059,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82,59,8.8,64
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PlayStation 2,6.0,2005,10,6,5373,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,65,34,8.6,20
Devil Kings,PlayStation 2,5.9,2005,10,14,6714,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,27,7.4,12
DT Racer,PlayStation 2,3.2,2005,10,13,9603,Racing,XS Games,0.06,0.05,0.0,0.02,0.13,,,3.8,5
L.A. Rush,PlayStation 2,5.6,2005,10,13,4187,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47,58,31,8,10
SSX On Tour,PlayStation Portable,8.4,2005,10,10,6990,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,80,41,7.9,26
Castlevania: Curse of Darkness,PlayStation 2,7.8,2005,10,31,4649,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,70,30,7.5,46
From Russia With Love,PlayStation 2,7.9,2005,10,31,4774,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41,69,29,7.6,36
Sniper Elite,PlayStation 2,7.6,2005,10,18,7753,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76,21,8.9,36
NCAA March Madness 06,PlayStation 2,8.7,2005,10,18,3762,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,78,19,9.1,13
Jak X: Combat Racing,PlayStation 2,8.0,2005,10,18,3682,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,76,46,7.7,63
Grand Theft Auto: Liberty City Stories,PlayStation Portable,9.0,2005,10,24,91,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72,88,65,7.6,451
Shrek SuperSlam,PlayStation 2,7.0,2005,10,28,4006,Action,Activision,0.24,0.19,0.0,0.06,0.5,67,21,9,26
FIFA Soccer 06,PlayStation Portable,7.4,2005,10,28,10048,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11,80,32,7.8,47
Blitz: The League,PlayStation 2,7.2,2005,10,18,2330,Sports,Unknown,0.74,0.03,0.0,0.12,0.89,76,25,8,20
Battlefield 2: Modern Combat,PlayStation 2,8.5,2005,10,18,4435,Shooter,Electronic Arts,0.37,0.01,0.0,0.06,0.44,80,49,8.2,29
Conflict: Global Terror,PlayStation 2,6.0,2005,10,18,7887,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,62,15,8.5,10
NBA Live 06,PlayStation Portable,7.8,2005,10,17,4615,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,79,30,6.4,15
World Poker Tour,PlayStation 2,7.0,2005,10,24,7366,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,60,17,8.6,5
Spartan: Total Warrior,PlayStation 2,7.9,2005,10,24,7144,Action,Sega,0.11,0.09,0.0,0.03,0.22,74,33,8.4,65
Resident Evil 4,PlayStation 2,9.5,2005,10,21,351,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013
The Sims 2,PlayStation 2,8.5,2005,10,27,2561,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,65,17,6.9,32
The Warriors,PlayStation 2,8.7,2005,10,17,3812,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,84,52,8.5,72
Shadow of the Colossus,PlayStation 2,9.7,2005,10,17,1786,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91,77,9.1,933
Crash Tag Team Racing,PlayStation 2,7.4,2005,10,21,3703,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,66,21,7,49
Gretzky NHL 06,PlayStation Portable,7.0,2005,10,21,9101,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,65,22,6.8,4
Ratchet: Deadlocked,PlayStation 2,8.8,2005,10,27,1599,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,81,51,8.9,155
Ghost in the Shell: Stand Alone Complex,PlayStation Portable,6.2,2005,10,19,12013,Adventure,Atari,0.06,0.0,0.0,0.01,0.07,61,23,7.4,14
The Con,PlayStation Portable,6.2,2005,10,25,7633,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63,37,7.3,16
X-Men Legends II: Rise of Apocalypse,PlayStation Portable,8.4,2005,10,25,5967,Role-Playing,Activision,0.25,0.01,0.0,0.03,0.29,82,44,7.3,41
Gun,PlayStation 2,8.0,2005,11,8,1723,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77,43,8.7,70
Taito Legends,PlayStation 2,7.8,2005,11,8,10043,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11,68,18,tbd,
SOCOM: U.S. Navy SEALs Fireteam Bravo,PlayStation Portable,8.3,2005,11,7,1827,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,82,44,8.6,63
Suikoden Tactics,PlayStation 2,7.3,2005,11,7,7524,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68,31,8.6,17
Without Warning,PlayStation 2,4.0,2005,11,4,14000,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,45,25,6.5,8
Heroes of the Pacific,PlayStation 2,8.1,2005,11,4,6039,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,76,31,8.4,15
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PlayStation 2,5.5,2005,11,3,7664,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53,20,7,10
Fatal Frame III: The Tormented,PlayStation 2,7.8,2005,11,3,11410,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78,46,8.9,58
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PlayStation 2,8.3,2005,11,11,4506,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,68,36,8.4,17
RPG Maker 3,PlayStation 2,7.0,2005,11,10,12256,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69,16,7.9,14
Harry Potter and the Goblet of Fire,PlayStation Portable,7.5,2005,11,10,7682,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,68,29,6.7,48
Kingdom of Paradise,PlayStation Portable,7.8,2005,11,9,8821,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,72,38,7.5,19
The Matrix: Path of Neo,PlayStation 2,7.8,2005,11,9,4030,Action,Atari,0.41,0.01,0.0,0.07,0.49,69,42,7.9,42
Neopets: The Darkest Faerie,PlayStation 2,6.5,2005,11,15,5855,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,61,18,8.5,30
Dynasty Warriors 5: Xtreme Legends,PlayStation 2,5.2,2005,11,15,3540,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57,22,9.1,26
The Bible Game,PlayStation 2,6.5,2005,11,14,7536,Misc,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,,,5.4,22
Karaoke Revolution Party,PlayStation 2,7.7,2005,11,14,5845,Misc,Konami Digital Entertainment,0.15,0.12,0.0,0.04,0.3,78,25,tbd,
Aeon Flux,PlayStation 2,7.8,2005,11,14,13720,Action,THQ,0.02,0.02,0.0,0.01,0.04,66,19,5.8,9
Infected,PlayStation Portable,7.6,2005,11,14,8692,Shooter,THQ,0.14,0.0,0.0,0.01,0.16,74,49,8.3,30
The Hustle: Detroit Streets,PlayStation Portable,6.5,2005,11,11,11709,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08,51,11,5.3,4
Harry Potter and the Goblet of Fire,PlayStation 2,7.2,2005,11,11,3122,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68,29,6.7,48
World Championship Poker 2: Featuring Howard Lederer,PlayStation 2,7.0,2005,11,21,5440,Misc,Oxygen Interactive,0.16,0.13,0.0,0.04,0.34,67,20,tbd,
50 Cent: Bulletproof,PlayStation 2,6.5,2005,11,21,981,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47,21,6.6,129
EyeToy: Operation Spy,PlayStation 2,6.0,2005,11,17,10742,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,53,23,tbd,
True Crime: New York City,PlayStation 2,7.8,2005,11,16,2723,Action,Activision,0.57,0.02,0.07,0.09,0.76,,,,
Dragon Quest VIII: Journey of the Cursed King,PlayStation 2,9.0,2005,11,16,181,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89,63,8.8,245
Pac-Man World 3,PlayStation 2,6.9,2005,11,16,7382,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63,22,5.2,13
The Legend of Heroes: A Tear of Vermillion,PlayStation Portable,5.5,2005,11,16,10890,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68,24,7.7,26
The Incredibles: Rise of the Underminer,PlayStation 2,6.0,2005,12,1,5188,Action,THQ,0.18,0.14,0.0,0.05,0.36,,,tbd,
Prince of Persia: The Two Thrones,PlayStation 2,8.8,2005,12,1,2987,Action,Ubisoft,0.57,0.02,0.0,0.09,0.68,85,46,8.5,111
Magna Carta: Tears of Blood,PlayStation 2,6.0,2005,11,22,7250,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,66,34,7,22
EyeToy: Kinetic,PlayStation 2,8.0,2005,11,22,8212,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,78,32,8.3,11
Crash Tag Team Racing,PlayStation Portable,7.0,2005,12,7,6476,Racing,Vivendi Games,0.16,0.06,0.0,0.04,0.26,66,21,7,49
Cabela's Dangerous Hunts 2,PlayStation 2,6.1,2005,12,6,4947,Sports,Activision,0.19,0.15,0.0,0.05,0.39,,,5.6,14
Tokobot,PlayStation Portable,7.5,2005,12,6,12204,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,72,30,7.3,8
Dora the Explorer: Journey to the Purple Planet,PlayStation 2,7.0,2005,12,6,6772,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24,,,7,4
PoPoLoCrois,PlayStation Portable,7.4,2005,12,5,12611,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,66,41,7.4,17
Ultimate Block Party,PlayStation Portable,8.0,2005,12,23,14287,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,76,12,tbd,
Gauntlet: Seven Sorrows,PlayStation 2,7.0,2005,12,14,4804,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,59,38,5.7,20
Ford vs. Chevy,PlayStation 2,6.0,2005,12,20,7174,Racing,Global Star,0.11,0.09,0.0,0.03,0.22,,,8,5
Prince of Persia: Revelations,PlayStation Portable,6.0,2005,12,20,7397,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,,,,
Pac-Man World 3,PlayStation Portable,6.9,2005,12,13,11674,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,63,22,5.2,13
Stuart Little 3: Big Photo Adventure,PlayStation 2,7.0,2005,12,13,11660,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,71,5,7.7,7
Ape Escape Academy,PlayStation Portable,5.5,2006,1,19,5463,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,51,48,5.8,4
The Sims 2,PlayStation Portable,7.5,2005,12,8,1402,Simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.38,65,17,6.9,32
Flow: Urban Dance Uprising,PlayStation 2,7.0,2005,12,8,14028,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04,65,10,tbd,
MVP 06 NCAA Baseball,PlayStation 2,8.5,2006,1,13,2757,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75,76,27,9,18
Wild ARMs 4,PlayStation 2,7.8,2006,1,12,9025,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,69,38,7.3,17
Ape Escape 3,PlayStation 2,8.3,2006,1,12,9507,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,77,51,8.5,22
PQ: Practical Intelligence Quotient,PlayStation Portable,7.4,2006,1,12,11670,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08,69,34,tbd,
TOCA Race Driver 3,PlayStation 2,8.7,2006,2,14,11321,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82,26,7.2,15
Midway Arcade Treasures: Extended Play,PlayStation Portable,6.0,2006,2,13,6826,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24,63,24,7.8,8
Grandia III,PlayStation 2,7.6,2006,2,10,4040,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49,77,38,8.3,53
Rugby 06,PlayStation 2,8.3,2006,2,10,13264,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70,6,7.8,27
Tales of Legendia,PlayStation 2,7.7,2006,2,7,4075,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72,37,7.7,38
World Championship Poker 2: Featuring Howard Lederer,PlayStation Portable,6.5,2006,2,21,9309,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,67,20,tbd,
Arena Football,PlayStation 2,8.0,2006,2,3,3567,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,66,18,8.6,14
World Soccer Winning Eleven 9,PlayStation 2,8.8,2006,2,6,293,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,,,8.2,23
MLB 06: The Show,PlayStation 2,8.0,2006,2,28,2219,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,83,30,8.9,31
Fight Night Round 3,PlayStation 2,8.0,2006,2,17,1188,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,83,37,7.9,24
American Chopper 2: Full Throttle,PlayStation 2,6.0,2006,2,16,8134,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18,,,8.1,9
Drakengard 2,PlayStation 2,6.3,2006,2,16,9476,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13,58,34,5.5,49
Mega Man Maverick Hunter X,PlayStation Portable,8.0,2006,1,31,5752,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,79,34,8.3,44
Fight Night Round 3,PlayStation Portable,6.7,2006,2,27,3833,Fighting,Electronic Arts,0.46,0.02,0.0,0.05,0.52,83,37,7.9,24
MX vs. ATV Unleashed: On the Edge,PlayStation Portable,8.3,2006,2,27,2954,Racing,THQ,0.64,0.0,0.0,0.05,0.69,68,22,8.1,7
Curious George,PlayStation 2,5.5,2006,2,16,9772,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,65,5,tbd,
Exit,PlayStation Portable,6.8,2006,2,15,11383,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,77,36,7.7,13
Torino 2006,PlayStation 2,4.4,2006,1,23,9588,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,,,,
Dragon Ball Z: Shin Budokai,PlayStation Portable,7.0,2006,3,7,3688,Fighting,Atari,0.26,0.08,0.13,0.07,0.55,70,21,8.1,19
State of Emergency 2,PlayStation 2,5.3,2006,2,23,11403,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08,44,36,5.8,15
Sonic Riders,PlayStation 2,6.2,2006,2,23,3952,Racing,Sega,0.42,0.02,0.0,0.07,0.5,59,32,8,46
Marc Ecko's Getting Up: Contents Under Pressure,PlayStation 2,7.0,2006,2,15,12865,Action,Atari,0.03,0.02,0.0,0.01,0.05,69,39,7.2,31
Ys: The Ark of Napishtim,PlayStation Portable,5.6,2006,3,6,13350,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,64,29,7.3,13
Onimusha: Dawn of Dreams,PlayStation 2,8.8,2006,3,3,3164,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81,45,8.9,62
Black,PlayStation 2,8.7,2006,2,22,1594,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,79,62,8.4,194
Pursuit Force,PlayStation Portable,8.4,2006,3,3,8405,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17,75,59,7.8,26
Street Supremacy,PlayStation Portable,2.5,2006,3,3,14266,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,41,31,tbd,
24: The Game,PlayStation 2,4.2,2006,3,2,5861,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,62,53,8.2,40
MLB 06: The Show,PlayStation Portable,8.3,2006,3,1,5343,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,83,30,8.9,31
Bode Miller Alpine Skiing,PlayStation 2,3.2,2006,3,1,14894,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,,,6.6,5
FIFA Street 2,PlayStation 2,6.0,2006,2,28,5145,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59,27,7.7,42
Final Fight: Streetwise,PlayStation 2,3.6,2006,2,28,12833,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43,36,6.2,11
CMT Presents: Karaoke Revolution Country,PlayStation 2,7.2,2006,3,21,12663,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,71,24,tbd,
The Godfather,PlayStation 2,7.9,2006,3,21,1885,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99
Capcom Classics Collection Remixed,PlayStation Portable,7.4,2006,3,17,5918,Misc,Capcom,0.27,0.0,0.0,0.03,0.3,72,37,7,5
