title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Pro Evolution Soccer 2014,PC,8.4,2013,9,18,10060,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
LEGO Marvel Super Heroes,PC,9.0,2013,10,22,8097,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18
Call of Duty: Ghosts,PC,8.8,2013,11,5,2799,Shooter,Activision,0.23,0.41,0.0,0.09,0.73
Contrast,PC,7.5,2013,11,13,15863,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
Football Manager 2014,PC,8.0,2013,10,31,2891,Sports,Sega,0.0,0.6,0.0,0.1,0.71
Assassin's Creed IV: Black Flag,PC,8.5,2013,10,29,2963,Action,Ubisoft,0.22,0.38,0.0,0.1,0.69
Battlefield 4,PC,8.5,2013,10,29,1388,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4
Need for Speed Rivals,PC,8.0,2013,11,20,6355,Racing,Electronic Arts,0.04,0.19,0.0,0.04,0.27
Batman: Arkham Origins,PC,7.8,2013,10,25,5584,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.04,0.32
Rocksmith 2014,PC,9.0,2013,10,22,3072,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66
X Rebirth,PC,4.3,2013,12,2,11341,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.08
The LEGO Movie Videogame,PC,6.5,2014,2,13,12266,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06
Titanfall,PC,8.9,2014,3,10,3459,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58
South Park: The Stick of Truth,PC,9.0,2014,3,4,7684,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2
Castlevania: Lords of Shadow 2,PC,6.5,2014,2,25,13827,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
Dark Souls II,PC,9.0,2014,3,11,8119,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
The Elder Scrolls Online,PC,7.8,2014,3,31,2317,Role-Playing,Bethesda Softworks,0.32,0.48,0.0,0.09,0.9
Trials Fusion,PC,8.2,2014,4,16,14246,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03
Divinity: Original Sin,PC,9.0,2014,7,15,15766,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
Murdered: Soul Suspect,PC,5.5,2014,6,3,12690,Action,Square Enix,0.0,0.05,0.0,0.01,0.06
Tropico 5,PC,7.2,2014,5,30,9904,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12
Watch Dogs,PC,8.4,2014,5,27,4335,Action,Ubisoft,0.14,0.26,0.0,0.05,0.45
Wolfenstein: The New Order,PC,7.8,2014,5,20,4246,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
Sacred 3,PC,6.5,2014,8,5,15148,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02
Risen 3: Titan Lords,PC,5.2,2014,8,12,10840,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09
Sherlock Holmes: Crimes & Punishments,PC,7.5,2014,9,30,13052,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05
Wasteland 2,PC,8.4,2014,9,24,10758,Role-Playing,inXile Entertainment,0.02,0.06,0.0,0.01,0.1
The Sims 4,PC,7.5,2014,9,2,479,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
Borderlands: The Pre-Sequel,PC,8.0,2014,10,13,6073,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29
Football Manager 2015,PC,8.9,2014,11,7,4124,Simulation,Sega,0.0,0.43,0.0,0.05,0.48
Alien: Isolation,PC,5.9,2014,10,3,8962,Shooter,Sega,0.0,0.13,0.0,0.01,0.15
Call of Duty: Advanced Warfare,PC,9.1,2014,11,3,4742,Shooter,Activision,0.14,0.23,0.0,0.04,0.41
Pro Evolution Soccer 2015,PC,9.0,2014,11,14,12229,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07
Lords of the Fallen,PC,7.4,2014,10,28,14472,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
Far Cry 4,PC,8.5,2014,11,14,3249,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62
Sid Meier's Civilization: Beyond Earth,PC,7.9,2014,10,23,5152,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.37
World of Warcraft: Warlords of Draenor,PC,9.0,2014,11,13,4109,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48
Dragon Age: Inquisition,PC,8.8,2014,11,11,2810,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73
The Crew,PC,6.0,2014,12,2,8600,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16
Evolve,PC,9.0,2015,2,12,8029,Shooter,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18
Grand Theft Auto V,PC,10.0,2015,4,14,1898,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08
Dying Light,PC,8.5,2015,1,27,8077,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18
The Witcher 3: Wild Hunt,PC,9.3,2015,5,12,3028,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67
Wolfenstein: The Old Blood,PC,7.0,2015,5,8,11466,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08
Pillars of Eternity,PC,9.0,2015,3,27,15926,Role-Playing,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
Project CARS,PC,8.9,2015,5,6,10167,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11
Cities: Skylines,PC,8.5,2015,3,10,9232,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14
Total War: Attila,PC,8.1,2015,2,12,6989,Strategy,Sega,0.09,0.13,0.0,0.02,0.23
Rocket League,PC,8.0,2015,7,15,15153,Sports,505 Games,0.01,0.01,0.0,0.0,0.02
LEGO Jurassic World,PC,7.6,2015,6,22,13912,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
F1 2015,PC,4.8,2015,7,17,13342,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05
Fallout 4,PC,9.5,2015,11,9,1632,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23
Rise of the Tomb Raider,PC,9.3,2015,11,9,10733,Adventure,Square Enix,0.0,0.09,0.0,0.01,0.1
Anno 2205,PC,7.0,2015,11,4,6745,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25
Just Cause 3,PC,8.0,2015,11,30,9138,Action,Square Enix,0.03,0.11,0.0,0.01,0.14
Might & Magic Heroes VII,PC,6.4,2015,10,2,11214,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09
StarCraft II: Legacy of the Void,PC,8.9,2015,11,21,3890,Strategy,Activision,0.18,0.29,0.0,0.04,0.51
Plants vs. Zombies: Garden Warfare 2,PC,8.2,2016,2,24,13438,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
Resident Evil Zero,PC,6.5,2016,1,19,15440,Action,Capcom,0.01,0.01,0.0,0.0,0.02
Street Fighter V,PC,8.0,2016,2,15,13046,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05
XCOM 2,PC,9.3,2016,2,1,7566,Strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2
Metal Gear Solid V: The Phantom Pain,PC,10.0,2015,8,24,11704,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08
World of Warcraft: Legion,PC,9.1,2016,9,9,6089,Role-Playing,Activision,0.14,0.12,0.0,0.02,0.29
Tom Clancy's The Division,PC,6.7,2016,3,17,5106,Shooter,Ubisoft,0.2,0.14,0.0,0.03,0.37
Dark Souls III,PC,9.5,2016,4,4,12901,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05
The Technomancer,PC,4.9,2016,6,28,16402,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
Homefront: The Revolution,PC,5.0,2016,5,17,15342,Shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02
Doom,PC,7.1,2016,5,16,14602,Shooter,id Software,0.02,0.0,0.0,0.0,0.03
Stellaris,PC,6.3,2016,5,9,14638,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
Mirror's Edge Catalyst,PC,6.8,2016,6,6,13102,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05
Battleborn,PC,7.1,2016,5,6,12007,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07
Hearts of Iron IV,PC,9.0,2016,6,6,14386,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
Overwatch,PC,9.4,2016,5,28,4511,Shooter,Activision,0.22,0.18,0.0,0.04,0.43
Deus Ex: Mankind Divided,PC,9.2,2016,8,19,15412,Role-Playing,Square Enix,0.0,0.02,0.0,0.0,0.02
