title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Divinity II: Flames of Vengeance,PC,6.0,2010,12,9,14784,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,72,4,8.3,15
Bejeweled 3,PC,8.0,2010,12,7,11379,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08,82,27,8.1,86
Star Wars: The Force Unleashed II,PC,6.5,2010,10,27,14532,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,63,41,6.8,121
Create,PC,6.0,2010,12,4,12549,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,62,7,tbd,
Dead Space 2,PC,9.0,2011,1,21,5575,Shooter,Electronic Arts,0.13,0.15,0.0,0.05,0.33,90,83,8.6,679
Dungeons,PC,6.5,2011,2,25,10841,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65,35,4.6,106
World of Warcraft: Cataclysm,PC,9.0,2010,12,22,801,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08,90,53,5.6,953
Breach,PC,6.0,2011,2,7,16588,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01,61,12,5.8,43
Two Worlds II,PC,6.0,2011,2,3,7523,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2,67,50,6.6,140
Magicka,PC,7.0,2011,1,28,14704,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,74,44,7.6,602
Venetica,PC,6.0,2011,1,28,12922,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61,17,6.8,51
DC Universe Online,PC,7.0,2011,1,28,6952,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,67,46,7.4,139
Bulletstorm,PC,8.0,2011,2,22,8618,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,84,83,7.6,439
Homefront,PC,7.0,2011,3,15,6796,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70,85,6,399
Crysis 2,PC,9.0,2011,3,22,2781,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74,84,72,7.5,533
Dragon Age II,PC,8.5,2011,3,8,3156,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64,79,75,4.5,2380
Assassin's Creed: Brotherhood,PC,8.0,2011,3,17,3392,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,88,24,8.2,1102
LEGO Star Wars III: The Clone Wars,PC,7.5,2011,3,23,6598,Action,LucasArts,0.1,0.13,0.0,0.03,0.26,76,7,7.7,10
Cities in Motion,PC,7.0,2011,3,22,12964,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,70,20,7.7,105
Total War: Shogun 2,PC,9.0,2011,3,16,3400,Strategy,Sega,0.19,0.31,0.0,0.09,0.59,90,62,8.3,1180
Brink,PC,6.5,2011,5,10,8132,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,68,85,5.8,404
Gray Matter,PC,7.5,2011,4,27,11211,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.09,72,27,7.7,80
Darkspore,PC,7.0,2011,4,26,9972,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12,65,52,6,133
Operation Flashpoint: Red River,PC,7.5,2011,4,21,11918,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,67,36,6.3,18
Portal 2,PC,9.5,2011,4,18,2701,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,95,66,8.5,997
Fable III,PC,6.0,2011,5,17,5700,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05,0.32,75,39,5.4,555
Terraria,PC,9.0,2011,5,25,8846,Action,Unknown,0.0,0.13,0.0,0.02,0.15,83,29,8.5,1613
Duke Nukem Forever,PC,5.5,2011,6,14,4764,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,49,76,4.4,456
The Witcher 2: Assassins of Kings,PC,9.0,2011,5,24,2170,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,88,76,8.5,4378
The First Templar,PC,4.0,2011,5,24,11544,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,52,21,6.3,26
Red Faction: Armageddon,PC,7.0,2011,6,13,11181,Shooter,THQ,0.05,0.02,0.0,0.01,0.09,71,52,7.3,58
Hunted: The Demon's Forge,PC,6.0,2011,6,3,12948,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05,57,34,6.2,70
Alice: Madness Returns,PC,6.5,2011,6,16,9789,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,70,51,7.9,181
The Sims 3: Generations,PC,7.0,2011,5,31,3220,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,70,22,3.6,81
F.E.A.R. 3,PC,8.0,2011,6,21,8727,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74,48,7.1,103
Dungeon Siege III,PC,6.5,2011,6,21,8251,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,71,52,6.3,86
Trapped Dead,PC,4.0,2011,8,12,15420,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,50,14,4.7,57
World of Tanks,PC,7.5,2011,7,21,6034,Shooter,Wargaming.net,0.0,0.23,0.0,0.06,0.29,80,38,3.7,1466
Age of Empires Online,PC,7.0,2011,8,24,12362,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70,44,5.6,186
Deus Ex: Human Revolution,PC,9.0,2011,8,23,3432,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59,89,70,8.3,684
Tropico 4,PC,8.5,2011,9,13,6343,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78,46,7.7,359
"Warhammer 40,000: Space Marine",PC,7.5,2011,9,8,7534,Shooter,THQ,0.09,0.09,0.0,0.03,0.2,76,57,7.8,232
Dead Island,PC,8.0,2011,9,7,7267,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,71,75,6.9,627
IL-2 Sturmovik: Cliffs of Dover,PC,6.0,2011,9,6,12838,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60,13,7.1,114
Driver: San Francisco,PC,8.0,2011,8,26,8058,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,79,53,7.7,114
The Sims Medieval: Pirates and Nobles,PC,5.5,2011,9,21,8824,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,,,,
Red Orchestra 2: Heroes of Stalingrad,PC,8.0,2011,9,21,9316,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76,49,7.3,729
Call of Juarez: The Cartel,PC,4.5,2011,9,16,10248,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,45,42,5.5,74
Rage,PC,8.5,2011,10,4,5120,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,81,77,6.7,559
Dead Rising 2: Off the Record,PC,7.0,2011,10,11,12481,Action,Capcom,0.04,0.02,0.0,0.01,0.06,72,31,7.1,35
A Game of Thrones: Genesis,PC,6.0,2011,10,14,14078,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,53,40,4,110
The Binding of Isaac,PC,7.5,2011,10,11,14252,Action,Unknown,0.0,0.03,0.0,0.0,0.03,84,30,8.3,1010
Battlefield 3,PC,9.0,2011,10,24,534,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,84,57,7.4,2142
Off-Road Drive,PC,5.0,2011,10,13,13726,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,60,10,6.4,17
Football Manager 2012,PC,9.0,2011,10,17,1246,Sports,Sega,0.02,1.16,0.0,0.34,1.51,84,45,8,172
Might & Magic Heroes VI,PC,8.0,2011,10,25,5702,Role-Playing,Ubisoft,0.12,0.14,0.0,0.05,0.31,,,,
The Lord of the Rings: War in the North,PC,7.0,2011,11,1,7998,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18,66,21,7.1,289
Dungeon Defenders,PC,8.5,2011,11,1,15270,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,81,26,7.3,399
Call of Duty: Modern Warfare 3,PC,9.0,2011,11,9,1039,Shooter,Activision,0.41,0.98,0.0,0.33,1.72,88,81,3.4,8713
Sonic Generations,PC,8.5,2011,11,5,10268,Platform,Sega,0.02,0.07,0.0,0.02,0.11,76,38,8.2,253
Stronghold 3,PC,5.5,2011,11,4,8505,Strategy,N/A,0.06,0.1,0.0,0.0,0.16,47,29,3,350
Serious Sam 3: BFE,PC,7.0,2011,12,1,11521,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08,72,53,8.2,586
The Elder Scrolls V: Skyrim,PC,9.5,2011,11,10,311,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,96,89,8.4,3589
Batman: Arkham City,PC,9.5,2011,11,29,3791,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,96,42,8.6,2162
Saints Row: The Third,PC,8.5,2011,11,21,5059,Action,THQ,0.16,0.16,0.0,0.06,0.38,84,70,7.6,490
Trine 2,PC,9.0,2011,12,19,13982,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,84,55,8.4,667
Anno 2070,PC,8.5,2011,12,2,1322,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,83,33,7,493
Oil Rush,PC,6.5,2012,1,31,15352,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,67,23,6.5,55
The Darkness II,PC,8.0,2012,2,7,9201,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,80,71,7.5,219
Kingdoms of Amalur: Reckoning,PC,9.0,2012,2,7,5788,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31,80,71,7.7,446
Mass Effect 3,PC,9.5,2012,3,12,2133,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.13,0.97,93,74,5.8,3725
Alan Wake,PC,9.0,2012,2,15,12110,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07,83,30,8,1473
Rayman Origins,PC,9.5,2012,3,29,11605,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08,88,54,8.4,298
Risen 2: Dark Waters,PC,6.5,2012,4,23,7061,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,69,51,5.6,751
Max Payne 3,PC,9.0,2012,5,14,4535,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43,87,31,7.8,790
Diablo III,PC,9.5,2012,5,14,182,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,88,86,4,9629
Botanicula,PC,9.0,2012,4,26,14649,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,82,38,8.3,341
The Secret World,PC,7.0,2012,7,25,8263,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17,74,55,8.2,1326
Crysis 3,PC,8.5,2013,2,19,3134,Shooter,Electronic Arts,0.17,0.39,0.0,0.09,0.64,76,45,6.7,344
BioShock Infinite,PC,9.5,2013,3,21,3036,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,93,33,8.5,1647
Aliens: Colonial Marines,PC,5.0,2013,2,12,8116,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,48,47,3.8,449
StarCraft II: Heart of the Swarm,PC,8.6,2013,3,19,1094,Strategy,Activision,0.82,0.65,0.0,0.19,1.67,86,68,7.9,1346
Sniper: Ghost Warrior 2,PC,5.0,2013,3,19,11312,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,52,15,6,82
Defiance,PC,5.9,2013,4,17,7486,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,60,27,7.2,249
Tomb Raider,PC,9.1,2013,2,25,2024,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,91,13,8.6,147
Star Trek: The Game,PC,4.2,2013,4,26,14705,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,
Metro: Last Light,PC,7.7,2013,5,14,7746,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,80,23,8.2,508
Star Wars: The Old Republic,PC,9.0,2013,4,21,480,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,85,73,5.9,2748
Defiance,PC,5.9,2013,4,17,7486,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21,60,27,7.2,249
The Night of the Rabbit,PC,7.9,2013,6,7,13992,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04,75,45,7.5,82
Tom Clancy's Splinter Cell: Blacklist,PC,9.2,2013,8,14,7828,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19,82,58,7.5,383
Company of Heroes 2,PC,8.4,2013,6,26,5244,Strategy,THQ,0.06,0.25,0.0,0.05,0.36,80,82,2.1,6157
Saints Row IV,PC,7.3,2013,8,14,7874,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,81,42,6.5,325
Lost Planet 3,PC,6.2,2013,8,27,13688,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,61,30,5.5,102
Total War: Rome II,PC,8.8,2013,9,6,2730,Strategy,Sega,0.12,0.53,0.0,0.11,0.76,76,71,4.2,3742
The Bureau: XCOM Declassified,PC,5.5,2013,8,20,12954,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05,69,22,6.7,79
FIFA 14,PC,9.0,2013,9,23,4505,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43,86,37,4.3,576
ArmA III,PC,7.0,2013,9,19,9891,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.02,0.12,74,38,7.4,866
Pro Evolution Soccer 2014,PC,8.4,2013,9,18,10060,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11,78,39,4.1,303
LEGO Marvel Super Heroes,PC,9.0,2013,10,22,8097,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,80,37,7.6,127
Call of Duty: Ghosts,PC,8.8,2013,11,5,2799,Shooter,Activision,0.23,0.41,0.0,0.09,0.73,73,29,2.6,2117
Contrast,PC,7.5,2013,11,13,15863,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,62,24,7.7,169
Football Manager 2014,PC,8.0,2013,10,31,2891,Sports,Sega,0.0,0.6,0.0,0.1,0.71,85,41,5.5,275
Assassin's Creed IV: Black Flag,PC,8.5,2013,10,29,2963,Action,Ubisoft,0.22,0.38,0.0,0.1,0.69,88,36,8.1,840
Battlefield 4,PC,8.5,2013,10,29,1388,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,85,18,6.9,1580
Need for Speed Rivals,PC,8.0,2013,11,20,6355,Racing,Electronic Arts,0.04,0.19,0.0,0.04,0.27,80,53,6.2,667
Batman: Arkham Origins,PC,7.8,2013,10,25,5584,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.04,0.32,76,46,7.7,668
Rocksmith 2014,PC,9.0,2013,10,22,3072,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66,,,,
X Rebirth,PC,4.3,2013,12,2,11341,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.08,33,24,3.3,1340
The LEGO Movie Videogame,PC,6.5,2014,2,13,12266,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,69,8,7.2,26
Titanfall,PC,8.9,2014,3,10,3459,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58,86,68,6.4,2658
South Park: The Stick of Truth,PC,9.0,2014,3,4,7684,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2,85,31,8.5,575
Castlevania: Lords of Shadow 2,PC,6.5,2014,2,25,13827,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,63,55,7.8,528
Dark Souls II,PC,9.0,2014,3,11,8119,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,91,69,8.1,1107
The Elder Scrolls Online,PC,7.8,2014,3,31,2317,Role-Playing,Bethesda Softworks,0.32,0.48,0.0,0.09,0.9,71,64,5.7,2421
Trials Fusion,PC,8.2,2014,4,16,14246,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,79,51,7.2,244
Divinity: Original Sin,PC,9.0,2014,7,15,15766,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,87,59,8.7,2089
Murdered: Soul Suspect,PC,5.5,2014,6,3,12690,Action,Square Enix,0.0,0.05,0.0,0.01,0.06,59,60,6.9,310
Tropico 5,PC,7.2,2014,5,30,9904,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12,75,51,7,351
Watch Dogs,PC,8.4,2014,5,27,4335,Action,Ubisoft,0.14,0.26,0.0,0.05,0.45,80,80,6.3,2996
Wolfenstein: The New Order,PC,7.8,2014,5,20,4246,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,79,73,8.1,1116
Sacred 3,PC,6.5,2014,8,5,15148,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,56,13,3.4,46
Risen 3: Titan Lords,PC,5.2,2014,8,12,10840,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09,65,49,5.7,822
Sherlock Holmes: Crimes & Punishments,PC,7.5,2014,9,30,13052,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,,,,
Wasteland 2,PC,8.4,2014,9,24,10758,Role-Playing,inXile Entertainment,0.02,0.06,0.0,0.01,0.1,,,,
The Sims 4,PC,7.5,2014,9,2,479,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,70,74,3.9,2057
Borderlands: The Pre-Sequel,PC,8.0,2014,10,13,6073,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29,74,16,6.4,161
Football Manager 2015,PC,8.9,2014,11,7,4124,Simulation,Sega,0.0,0.43,0.0,0.05,0.48,80,36,6,151
Alien: Isolation,PC,5.9,2014,10,3,8962,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,79,50,8.1,795
Call of Duty: Advanced Warfare,PC,9.1,2014,11,3,4742,Shooter,Activision,0.14,0.23,0.0,0.04,0.41,83,39,5.7,1443
Pro Evolution Soccer 2015,PC,9.0,2014,11,14,12229,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,82,56,7.2,386
Lords of the Fallen,PC,7.4,2014,10,28,14472,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,68,45,6.6,425
Far Cry 4,PC,8.5,2014,11,14,3249,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62,85,83,7.7,1653
Sid Meier's Civilization: Beyond Earth,PC,7.9,2014,10,23,5152,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.37,81,78,5.5,1027
World of Warcraft: Warlords of Draenor,PC,9.0,2014,11,13,4109,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48,87,49,5.9,1154
Dragon Age: Inquisition,PC,8.8,2014,11,11,2810,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73,89,43,7.4,1984
The Crew,PC,6.0,2014,12,2,8600,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,61,60,5.4,575
Evolve,PC,9.0,2015,2,12,8029,Shooter,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18,76,46,4.3,894
Grand Theft Auto V,PC,10.0,2015,4,14,1898,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,96,57,7.9,3756
Dying Light,PC,8.5,2015,1,27,8077,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18,74,58,7.9,1287
The Witcher 3: Wild Hunt,PC,9.3,2015,5,12,3028,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,92,79,9.2,10179
Wolfenstein: The Old Blood,PC,7.0,2015,5,8,11466,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08,76,54,8,267
Pillars of Eternity,PC,9.0,2015,3,27,15926,Role-Playing,Paradox Interactive,0.0,0.01,0.0,0.0,0.02,89,71,8.3,2191
Project CARS,PC,8.9,2015,5,6,10167,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11,83,37,6.6,363
Cities: Skylines,PC,8.5,2015,3,10,9232,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,85,60,8.9,1404
Total War: Attila,PC,8.1,2015,2,12,6989,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,80,66,7.3,520
Rocket League,PC,8.0,2015,7,15,15153,Sports,505 Games,0.01,0.01,0.0,0.0,0.02,85,50,8.7,1290
LEGO Jurassic World,PC,7.6,2015,6,22,13912,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,70,46,7,80
F1 2015,PC,4.8,2015,7,17,13342,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05,65,46,6.3,43
Fallout 4,PC,9.5,2015,11,9,1632,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,87,58,6.5,4228
Rise of the Tomb Raider,PC,9.3,2015,11,9,10733,Adventure,Square Enix,0.0,0.09,0.0,0.01,0.1,,,,
Anno 2205,PC,7.0,2015,11,4,6745,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,72,45,5.9,278
Just Cause 3,PC,8.0,2015,11,30,9138,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,73,42,6.5,403
Might & Magic Heroes VII,PC,6.4,2015,10,2,11214,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09,,,,
StarCraft II: Legacy of the Void,PC,8.9,2015,11,21,3890,Strategy,Activision,0.18,0.29,0.0,0.04,0.51,88,62,8.3,833
Plants vs. Zombies: Garden Warfare 2,PC,8.2,2016,2,24,13438,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,81,29,7.7,111
Resident Evil Zero,PC,6.5,2016,1,19,15440,Action,Capcom,0.01,0.01,0.0,0.0,0.02,,,,
Street Fighter V,PC,8.0,2016,2,15,13046,Fighting,Capcom,0.0,0.05,0.0,0.0,0.05,77,80,3.4,1221
XCOM 2,PC,9.3,2016,2,1,7566,Strategy,Take-Two Interactive,0.09,0.1,0.0,0.02,0.2,88,104,7.1,1221
Metal Gear Solid V: The Phantom Pain,PC,10.0,2015,8,24,11704,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,93,86,8.2,3943
World of Warcraft: Legion,PC,9.1,2016,9,9,6089,Role-Playing,Activision,0.14,0.12,0.0,0.02,0.29,88,62,7.5,535
Tom Clancy's The Division,PC,6.7,2016,3,17,5106,Shooter,Ubisoft,0.2,0.14,0.0,0.03,0.37,80,64,7,2219
Dark Souls III,PC,9.5,2016,4,4,12901,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05,89,69,8.8,1940
The Technomancer,PC,4.9,2016,6,28,16402,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,60,38,6.7,116
Homefront: The Revolution,PC,5.0,2016,5,17,15342,Shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02,48,43,3.8,212
Stellaris,PC,6.3,2016,5,9,14638,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,78,57,8,569
Mirror's Edge Catalyst,PC,6.8,2016,6,6,13102,Platform,Electronic Arts,0.01,0.03,0.0,0.01,0.05,69,50,4.7,578
Battleborn,PC,7.1,2016,5,6,12007,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07,68,55,6.8,402
Hearts of Iron IV,PC,9.0,2016,6,6,14386,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,83,36,6.9,306
Overwatch,PC,9.4,2016,5,28,4511,Shooter,Activision,0.22,0.18,0.0,0.04,0.43,90,31,6.1,1358
Deus Ex: Mankind Divided,PC,9.2,2016,8,19,15412,Role-Playing,Square Enix,0.0,0.02,0.0,0.0,0.02,84,59,7.6,511
